_heading,year,_year_done,_description,_dimensions,id,keywords
"Town Hall, Uppsala",1949,1949,"Sketch of entrance hall, competition proposal, pencil and crayon on tracing paper, 1949, 21×17 cm",21×17 cm,EX.04-01,keyword
"Town Hall, Uppsala",1949,1949,"Perspective of entrance hall, competition proposal, pencil on tracing paper, 1949, 20×25 cm",20×25 cm,EX.04-02,keyword
"Town Hall, Uppsala",1949,1949,"Model of competition proposal, photos, 1949",no_size,EX.04-04,keyword
"Town Hall, Uppsala",1949,1949,"Model of competition proposal, photos, 1950",no_size,EX.04-03,keyword
Idesta,1940s and 1950s,1940s and 1950s,"Door fittings, photos, ca. 1950",no_size,ARKM.1985-104-55,keyword
Idesta,1940s and 1950s,1940s and 1950s,"Door fittings, photos, ca. 1950",no_size,ARKM.1985-104-42,keyword
Idesta,1940s and 1950s,1940s and 1950s,"Door fittings, photos, ca. 1950",no_size,ARKM.1985-104-31,keyword
Idesta,1940s and 1950s,1940s and 1950s,"Door fittings, photos, ca. 1950",no_size,ARKM.1985-104-51,keyword
Idesta,1940s and 1950s,1940s and 1950s,"Packaging of glass and steel partitions, photos on cardboard, ca. 1950, 30×21 cm",30×21 cm,ARKM.1985-104-255-0260,keyword
"Gates and Ticket Booths, Stockholm Metro",1953,1953,"Ticket booth (model 2), photo, ca. 1953",no_size,ARKM.1973-103-2153,keyword
"Gates and Ticket Booths, Stockholm Metro",1953,1953,"Drawing of ticket booth (model 2), copy, 1959, 30×42 cm",30×42 cm,ARKM.1973-05-12380-001,keyword
"Gates and Ticket Booths, Stockholm Metro",1953,1953,"Ticket window, photo, ca. 1953",no_size,ARKM.1985-104-205,keyword
"Gates and Ticket Booths, Stockholm Metro",1953,1953,"Door fitting, photo, ca. 1953",no_size,ARKM.1985-104-206,keyword
"Student Union Building, Ubbo Quarter, Uppsala",1956,1956,"Perspective sketch for competition, pencil on tracing paper, 1956, 20×30 cm",20×30 cm,ARKM.1973-05-11708-001,keyword
"Student Union Building, Ubbo Quarter, Uppsala",1956,1956,"Competition model, photo, ca. 1956",no_size,ARKM.1973-103-412,keyword
"Student Union Building, Ubbo Quarter, Uppsala",1956,1956,"Sketch, pencil on paper, 1956, 30×21 cm",30×21 cm,ARKM.1973-05-11708-002,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Model, photo, ca. 1957",no_size,ARKM.1973-103-484,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Exterior sketch from the competition phase, pencil on tracing paper, 1956, 21×30 cm",21×30 cm,ARKM.1973-05-11840-002,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Interior sketch from the competition phase, pencil on tracing paper, 1956, 21×30 cm",21×30 cm,ARKM.1973-05-11840-003,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Sketches with motifs from Persian architecture, pencil on stapled A4 tracing paper",no_size,ARKM.1973-05-11882-001-014_ARKM.1973-05-11882-001-015,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Sketches with motifs from Persian architecture, pencil on stapled A4 tracing paper",no_size,ARKM.1973-05-11882-001-016_ARKM.1973-05-11882-001-017,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Site plan, competition panel, copy, 1957, 38×54 cm",38×54 cm,ARKM.1973-05-06130,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"First floor plan, competition panel, pencil on copy, 1957, 38×54 cm",38×54 cm,ARKM.1973-05-06137,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Section, competition panel, pencil on copy, 1957, 38×54 cm",38×54 cm,ARKM.1973-05-06139,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Elevation, competition panel, pencil on copy, 1957, 38×54 cm",38×54 cm,ARKM.1973-05-06143,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Elevation and section, ink on tracing paper, 1957, 65×86 cm",65×86 cm,ARKM.1973-05-06180,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Section, ink on tracing paper, 1957, 65×86 cm",65×86 cm,ARKM.1973-05-06183,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Ground floor plan, ink on tracing paper, 1957, 65×91 cm",65×91 cm,ARKM.1973-05-06181,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"First floor plan, ink on tracing paper, 1957, 65×91 cm",65×91 cm,ARKM.1973-05-06182,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"South elevation, ink and pencil on tracing paper, 1958, 60×169 cm",60×169 cm,ARKM.1973-05-06223,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"South long section, ink and pencil on tracing paper, 1958, 61×168 cm",61×168 cm,ARKM.1973-05-06217,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Stairwell section, pencil on tracing paper, 1958, 60×106 cm",60×106 cm,ARKM.1973-05-06210,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Stairwell section, pencil on tracing paper, 1958, 60×106 cm",60×106 cm,ARKM.1973-05-06209,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Drawing of canopy, pencil on tracing paper, 1959, 54×45 cm",54×45 cm,ARKM.1973-05-06257,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-015,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1985-107-06-115,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-013,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-2231,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1985-107-06-2173,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-014,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-2230,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-016,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-017,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-018,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-019,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Pål-Nils Nilsson’s photos, ca. 1961",no_size,ARKM.1973-103-066-020,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,Candle holder in the church,no_size,_M3A1296 (1),keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Drawing of courtyard pond, pencil on tracing paper, 1960, 91×54 cm",91×54 cm,ARKM.1973-05-06334,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Drawing of lamp post, pencil on tracing paper, 1960, 78×45 cm",78×45 cm,ARKM.1973-05-06332,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Drawing of entrance door, pencil on tracing paper, 1958, 61×43 cm",61×43 cm,ARKM.1973-05-06242,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Parish hall foyer with café tables and ice cream chairs, photo, ca. 1960,",no_size,ARKM.1973-103-066-005,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Leaflet with café furniture, Svenskt Tenn，18×13 cm",18×13 cm,ARKM.1973-05-11889-001,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,Pew in the church,no_size,_M3A1419 (1),keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Drawing of pew, 1:1, pencil on tracing paper, 1959, 99×93 cm",99×93 cm,ARKM.1973-05-06288,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Sketches of tapestries for the church, watercolour on paper, Barbro and Robert Nilsson, ca. 1959, 18×3 cm",18×3 cm,ARKM.1973-05-11851-004,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Sketches of tapestries for the church, watercolour on paper, Barbro and Robert Nilsson, ca. 1959, 18×3 cm",18×3 cm,ARKM.1973-05-11851-003,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Model of church interior, photo, ca. 1959",no_size,ARKM.1973-103-066-023,keyword
"St Mark’s Church, Björkhagen, Stockholm",1960,1960,"Barbro Nilsson and assistant in the studio, photo, ca. 1959",no_size,,keyword
"Project for Helgeandsholmen, Stockholm",1964,1964,"Perspective of Helgeandsholmen and Gustav Adolfs torg, ink and pencil on tracing paper, drawn at Peter Celsing’s office, ca. 1964, 36×77 cm",36×77 cm,ARKM.1973-05-02981,keyword
"Project for Helgeandsholmen, Stockholm",1964,1964,"Perspective of the Parliament building, gouache and pencil on paper, drawn at Peter Celsing’s office, ca. 1964, 37×55 cm",37×55 cm,ARKM.1973-05-02971,keyword
"Project for Helgeandsholmen, Stockholm",1964,1964,"Model of Helgeandsholmen project, photos, 1964",no_size,ARKM.1973-103-348,keyword
"Project for Helgeandsholmen, Stockholm",1964,1964,"Model of Helgeandsholmen project, photos, 1964",no_size,ARKM.1973-103-355,keyword
"St Peter’s Church, Klippan",1966,1966,"Church interior with baptismal font, photo, ca. 1966",no_size,ARKM.1986-106-163681-08,keyword
"St Peter’s Church, Klippan",1966,1966,"Sketch of baptismal font, ballpoint pen on tracing paper, ca. 1963, 21×30 cm",21×30 cm,ARKM.1973-05-11760-001,keyword
"St Peter’s Church, Klippan",1966,1966,"Crossword puzzles cut from newspaper (inspiration for floor patterns), 30×21 cm",30×21 cm,ARKM.1973-05-11765-010,keyword
"St Peter’s Church, Klippan",1966,1966,"Newspaper cutting of Via Appia (inspiration for floor patterns), 30×21 cm",30×21 cm,ARKM.1973-05-11765-004,keyword
"St Peter’s Church, Klippan",1966,1966,"Site plan, pencil on tracing paper, 1962, 40×80 cm",40×80 cm,ARKM.1973-05-06494,keyword
"St Peter’s Church, Klippan",1966,1966,"West elevation, pencil on tracing paper, 1963, 44×116 cm",44×116 cm,ARKM.1973-05-06505,keyword
"St Peter’s Church, Klippan",1966,1966,"Model, photo, ca. 1963",no_size,ARKM.1973-103-070-1,keyword
"St Peter’s Church, Klippan",1966,1966,"Karl-Erik Olsson-Snogeröd’s contact sheet with exterior and interior views, ca. 1966",no_size,ARKM.1986-106-163685,keyword
"St Peter’s Church, Klippan",1966,1966,"Sketch of brick pillar, ballpoint pen on tracing paper, ca. 1964, 15×24 cm",15×24 cm,ARKM.1973-05-11755-025,keyword
"St Peter’s Church, Klippan",1966,1966,"Sketch of brick pillar, ballpoint pen on tracing paper, ca. 1964, 18×24 cm",18×24 cm,ARKM.1973-05-11755-026,keyword
"St Peter’s Church, Klippan",1966,1966,"Karl-Erik Olsson-Snogeröd’s contact sheet with views of exterior, ca. 1966",no_size,ARKM.1986-106-163684,keyword
"St Peter’s Church, Klippan",1966,1966,"West elevation, pencil on tracing paper, 1965, 68×174 cm",68×174 cm,ARKM.1973-05-06537,keyword
"St Peter’s Church, Klippan",1966,1966,"Interior elevation of west wall, pencil on tracing paper, 1965, 76×192 cm",76×192 cm,ARKM.1973-05-06542,keyword
"St Peter’s Church, Klippan",1966,1966,"Interior elevation of north wall and partial roof plan, pencil on tracing paper, 1965, 79×170 cm",79×170 cm,ARKM.1973-05-06544,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-070,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-071,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-072,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-073,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-074,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-075,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-076,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-077,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-078,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-079,keyword
"St Peter’s Church, Klippan",1966,1966,"Documentation of the building process by the pastor, Carl-Hugo Gustafsson, and his son Lars.",no_size,ARKM.2016-101-080,keyword
"St Peter’s Church, Klippan",1966,1966,"Survey drawings by students from Aarhus School of Architecture, copies, 1968, 88×105 cm",88×105 cm,ARKM.1973-05-06657,keyword
"St Peter’s Church, Klippan",1966,1966,"Survey drawings by students from Aarhus School of Architecture, copies, 1968, 30×105 cm",30×105 cm,ARKM.1973-05-06659,keyword
"St Peter’s Church, Klippan",1966,1966,"Survey drawings by students from Aarhus School of Architecture, copies, 1968, 30×84 cm",30×84 cm,ARKM.1973-05-06658,keyword
"St Peter’s Church, Klippan",1966,1966,"Survey drawings by students from Aarhus School of Architecture, copies, 1968, 30×105 cm",30×105 cm,ARKM.1973-05-06661,keyword
"St Peter’s Church, Klippan",1966,1966,"Survey drawings by students from Aarhus School of Architecture, copies, 1968, 30×84 cm",30×84 cm,ARKM.1973-05-06663,keyword
"St Peter’s Church, Klippan",1966,1966,"Parish hall, photo, ca. 1966",no_size,ARKM.1986-106-163682-23,keyword
"St Peter’s Church, Klippan",1966,1966,"Vestry, photo, ca. 1966",no_size,ARKM.1986-106-163682-14,keyword
"St Peter’s Church, Klippan",1966,1966,"Vestry, photo, ca. 1966",no_size,ARKM.1986-106-163682-13,keyword
"St Peter’s Church, Klippan",1966,1966,"Vestry, photo, ca. 1966",no_size,ARKM.1986-106-163682-12,keyword
"St Peter’s Church, Klippan",1966,1966,"Parish office, photo, ca. 1966",no_size,ARKM.1986-106-163682-35,keyword
"St Peter’s Church, Klippan",1966,1966,"Men’s lavatory, photo, ca. 1966",no_size,ARKM.1986-106-163682-09,keyword
"St Peter’s Church, Klippan",1966,1966,"Perspective of brick bench in council chamber, pencil on tracing paper, ca. 1965, 21×30 cm",21×30 cm,ARKM.1973-05-06612,keyword
"Flower Kiosk, Eastern Cemetery, Malmö",1969,1969,"North and east facade, photo, ca. 1969",no_size,ARKM.1973-103-068-01,keyword
"Flower Kiosk, Eastern Cemetery, Malmö",1969,1969,"West facade, photo, ca. 1969",no_size,ARKM.1973-103-1119,keyword
"Flower Kiosk, Eastern Cemetery, Malmö",1969,1969,"Interior, photo, ca. 1969",no_size,ARKM.1973-103-1126,keyword
"Flower Kiosk, Eastern Cemetery, Malmö",1969,1969,"Sketch, ballpoint pen on paper, ca. 1968, 15×10 cm",15×10 cm,ARKM.1973-05-12019,keyword
"Flower Kiosk, Eastern Cemetery, Malmö",1969,1969,"Elevation and plan, pencil on tracing paper, 1968, 60×139 cm",60×139 cm,ARKM.1973-05-11572,keyword
"Flower Kiosk, Eastern Cemetery, Malmö",1969,1969,"Section and elevation, pencil on tracing paper, 1968, 61×133 cm",61×133 cm,ARKM.1973-05-11573,keyword
"Parliament Building, Helgeandsholmen, Stockholm",1971,1971,"Plan, competition panel, ink on cardboard, Sigurd Lewerentz and Bernt Nyberg, 1971, 140×100 cm",140×100 cm,EX.18-01,keyword
"Parliament Building, Helgeandsholmen, Stockholm",1971,1971,"Northeast elevation, etching, Mariana Manner, 1971, 46×93 cm",46×93 cm,ARKM.1973-05-03005,keyword
"Parliament Building, Helgeandsholmen, Stockholm",1971,1971,"Model, photo, ca. 1971",no_size,ARKM.1973-103-041-08,keyword
Chair of Steel and Glulam (Töreboda Chair),1974,1974,Töreboda chair,no_size,ARKM.1973-205-06,keyword
Chair of Steel and Glulam (Töreboda Chair),1974,1974,"Karl-Erik Olsson-Snogeröd’s contact sheet with photos from the test session in the Black Box, 1974",no_size,ARKM.1986-106-LEW-Y,keyword
